ID respondenta,Pocit,X,Y,Městský obvod,Komentář,Věk,Bydliště,Bydliště MOb,Pohlaví
1a2bo6gy4,"Místo, kde se necítím dobře",18.279442,49.830813,Moravská Ostrava a Přívoz,"V podchodu je mokro, grafiti, tma a bezdomovci.",15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.279571,49.831581,Moravská Ostrava a Přívoz,"Přestupní uzel je naprostá ostuda v Ostravě. Rozbité skla, mokro, podivná individua, moč všude okolo.",15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.280225,49.829986,Moravská Ostrava a Přívoz,"Shromaždiště bezdomovců a opilců.",15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.283643,49.842781,Moravská Ostrava a Přívoz,"Nedůstojné místo v centru Ostravy.",15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.325211,49.805688,Slezská Ostrava,"Krátký připojovací pruh.",15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.298148,49.808544,Slezská Ostrava, ,15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.298416,49.809306,Slezská Ostrava, ,15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.305476,49.811866,Slezská Ostrava,"Nepříjemné místo.",15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.262281,49.801177,Vítkovice,"Hnusné nádraží.",15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.287167,49.833363,Moravská Ostrava a Přívoz,"Bezdomovci neustále prohrabávají popelnice a posedávají v parku.",15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.288905,49.831704,Moravská Ostrava a Přívoz,"Rozježděná zeleň s parkujícími auty u cesty (na zeleni).",15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.290289,49.831567,Moravská Ostrava a Přívoz,"Nehezké místo v centru s auty v rozježděném bahně.",15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.258242,49.827203,Mariánské Hory a Hulváky,"Postávající divná individua u večerek. Není zde příjemné chodit.",15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.272914,49.849993,Moravská Ostrava a Přívoz,"Shlukují se zde pochybné osoby, které neustále pořvávají a chodí do trafik. Žebrají, pijou alkohol a znečišťují věřené prostory odpadky. Nikdo tu nechce nastupovat/vystupovat na zastávce.",15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.273458,49.849341,Moravská Ostrava a Přívoz,"Zarostlé vraky aut a černé skládky.",15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.273611,49.849078,Moravská Ostrava a Přívoz,"Rozbité budovy, odpadky rozeseté všude a místní obtěžuji svým neustálým porváváním okolí. Shlukují se ve skupinách a dělají tady bordel. Nikdo tudma raději nechodí.",15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.272388,49.849346,Moravská Ostrava a Přívoz,"Vyloučená lokalita.",15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.271626,49.848052,Moravská Ostrava a Přívoz,"Nejhorší podchod/podjezd v Ostravě. Tma, špína a podivná individua.",15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.272538,49.848525,Moravská Ostrava a Přívoz, ,15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.271487,49.849231,Moravská Ostrava a Přívoz, ,15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.275993,49.849812,Moravská Ostrava a Přívoz, ,15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.270586,49.847155,Moravská Ostrava a Přívoz,"Nebezpečné místo.",15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.269491,49.84688,Moravská Ostrava a Přívoz,"Naprosto vyloučená lokalita. Skládky, rozbité veřejné prostranství a kriminalita.",15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.267968,49.846118,Moravská Ostrava a Přívoz,"Vyloučená lokalita, odpadky a kriminalita",15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.277656,49.850719,Moravská Ostrava a Přívoz, ,15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.279984,49.85166,Moravská Ostrava a Přívoz, ,15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.279415,49.850421,Moravská Ostrava a Přívoz, ,15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.277774,49.849252,Moravská Ostrava a Přívoz, ,15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.276808,49.849293,Moravská Ostrava a Přívoz, ,15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.301849,49.861239,Slezská Ostrava, ,15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.302557,49.860049,Slezská Ostrava, ,15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.305991,49.8585,Slezská Ostrava, ,15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.308544,49.857614,Slezská Ostrava, ,15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.304832,49.861405,Slezská Ostrava, ,15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.267152,49.856661,Moravská Ostrava a Přívoz, ,15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.26241,49.854226,Moravská Ostrava a Přívoz, ,15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.282688,49.839319,Moravská Ostrava a Přívoz, ,15-24,v Ostravě,Slezská Ostrava,muž
1a2bo6gy4,"Místo, kde se necítím dobře",18.283565,49.839909,Moravská Ostrava a Přívoz, ,15-24,v Ostravě,Slezská Ostrava,muž
eek2s8wr7,"Místo, kde se cítím dobře",18.142735,49.834097,Krásné Pole,"Dobré místo na procházky + fajn místa s workouty.",15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, kde se cítím dobře",18.242704,49.800295,Ostrava - Jih,"Klidné prostředí, ideální na bydlení.",15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, kde se cítím dobře",18.269254,49.808789,Vítkovice, ,15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, kde se cítím dobře",18.189569,49.819676,Svinov, ,15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, kde se cítím dobře",18.228653,49.801737,Ostrava - Jih, ,15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které doporučím návštěvníkům",18.279625,49.819129,Vítkovice, ,15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které doporučím návštěvníkům",18.324492,49.847935,Slezská Ostrava, ,15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které doporučím návštěvníkům",18.284468,49.835576,Moravská Ostrava a Přívoz, ,15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které doporučím návštěvníkům",18.292536,49.835646,Moravská Ostrava a Přívoz, ,15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které doporučím návštěvníkům",18.294757,49.834197,Moravská Ostrava a Přívoz, ,15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které doporučím návštěvníkům",18.168895,49.829792,Poruba, ,15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které doporučím návštěvníkům",18.272962,49.850601,Moravská Ostrava a Přívoz, ,15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které doporučím návštěvníkům",18.267095,49.814692,Vítkovice, ,15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které doporučím návštěvníkům",18.145143,49.837444,Krásné Pole, ,15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které by se mělo rozvíjet",18.262226,49.801077,Vítkovice,"Oblast kolem nádraží Vítkovice má potenciál do budoucna. V době vybudování pěkné nádraží, nyní ""ubytovna"" pro bezdomovce. Potřeba rekonstrukce samotného objektu a úprav kolem.",15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které by se mělo rozvíjet",18.266984,49.850753,Moravská Ostrava a Přívoz,"Potřeba rekonstrukce nádraží.",15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které by se mělo rozvíjet",18.2687,49.850808,Moravská Ostrava a Přívoz,"Potřeba vybudování přednádražního prostoru pro odpočinek (kavárny, bistra, apod.)",15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které by se mělo rozvíjet",18.267152,49.829515,Moravská Ostrava a Přívoz,"Úprava okolí podél celé ulice 28. Října.",15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které by se mělo rozvíjet",18.209456,49.822949,Svinov,"Potřeba lepšího využití prostoru u nádraží, je to velká plocha na které by něco mohlo vzniknout (např. park, obchodní dům)",15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které by se mělo rozvíjet",18.209872,49.824247,Svinov,"Vybudování kvalitního parkoviště pod mostem.",15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které by se mělo rozvíjet",18.23192,49.80333,Ostrava - Jih,"Toto místo by si zasloužilo lepšího využití - je na frekventované adrese vedle OC Avion. Nejlépe zbourat staré polorozpadlé budovy, odklidit nepořádek a vybudovat např. víceúčelové hřiště nebo halu.",15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které by se mělo rozvíjet",18.255816,49.783416,Ostrava - Jih,"Bylo by fajn, kdyby zde vznikla lepší tramvajová přestupová stanice, než je nyní.",15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které by se mělo rozvíjet",18.280554,49.834816,Moravská Ostrava a Přívoz,"Rekonstrukce stávajícího nádraží.",15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které by se mělo rozvíjet",18.277646,49.838044,Moravská Ostrava a Přívoz,"Budovy v otřesném stavu při železnici - není na ně hezký pohled a kazí to ráz centra Ostravy.",15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které by se mělo rozvíjet",18.2727,49.847385,Moravská Ostrava a Přívoz,"Rekonstrukce nebo výstavba nových bytů.",15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které by se mělo rozvíjet",18.280205,49.831682,Moravská Ostrava a Přívoz,"Hrozné místo, takhle by neměla vypadat přestupní tramvajová zastávka v centru. Potřeba rekonstrukce.",15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které by se mělo rozvíjet",18.278203,49.831762,Moravská Ostrava a Přívoz,"Potřeba rekonstrukce.",15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které by se mělo rozvíjet",18.289007,49.832961,Moravská Ostrava a Přívoz,"Tyto budovy kazí ráz centa Ostravy - chtělo by to najít nové využití a hlavně rekonstruovat.",15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které by se mělo rozvíjet",18.288819,49.833774,Moravská Ostrava a Přívoz,"Potřeba rekonstrukce tohoto náměstí.",15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které by se mělo rozvíjet",18.287181,49.832784,Moravská Ostrava a Přívoz,"Zastávka by měla vypadat lépe - kord na takové frekventované adrese.",15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které by se mělo rozvíjet",18.245616,49.796575,Ostrava - Jih,"Místo těchto hrozných garáží by mohly vzniknout fajn byty.",15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které by se mělo rozvíjet",18.243199,49.79639,Ostrava - Jih,"Taktéž by tato budova mohla mít lepší využití, než garáže - je to poměrně klidné místo ideální na byty a ne garáže.",15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které by se mělo rozvíjet",18.261718,49.800193,Vítkovice,"Prázdné místo u nádraží - potřeba lepšího využití.",15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, které by se mělo rozvíjet",18.283735,49.837917,Moravská Ostrava a Přívoz,"Zbytečně prázdný prostor v centru.",15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, kde se necítím dobře",18.268091,49.850749,Moravská Ostrava a Přívoz,"Přednádražní prostor je někdy plný podivínů a bezdomovců co se hrabou v odpadkových koších - toto místo by se mělo více kontrolovat a takové lidi z tohoto místa vyhodit. Není to moc fajn místo na čekání na MHD.",15-24,mimo Ostravu,,muž
eek2s8wr7,"Místo, kde se necítím dobře",18.262317,49.800936,Vítkovice,"Nechtěl bych zde čekat na vlak - hrozné místo.",15-24,mimo Ostravu,,muž
psm56wwnc,"Místo, kde se necítím dobře",18.277731,49.86095,Moravská Ostrava a Přívoz,"koksovna mala byt uz davno zrusena",25-34,v Ostravě,Slezská Ostrava,muž
a506oiyhs,"Místo, kde se cítím dobře",18.314767,49.839726,Slezská Ostrava,"Hezká procházka v létě i v zimě",15-24,mimo Ostravu,,muž
a506oiyhs,"Místo, kde se cítím dobře",18.210611,49.822092,Svinov,"Nejkrásnější nádraží v Ově a hezký most",15-24,mimo Ostravu,,muž
a506oiyhs,"Místo, kde se cítím dobře",18.238978,49.7801,Stará Bělá,"Krásná příroda, spousta stezek krásná hřiště pro děti a místa na házení frisbee",15-24,mimo Ostravu,,muž
a506oiyhs,"Místo, kde se cítím dobře",18.292065,49.848748,Moravská Ostrava a Přívoz,"Krásný park hrající všemi barvami. Krásný v každém ročním období",15-24,mimo Ostravu,,muž
a506oiyhs,"Místo, které doporučím návštěvníkům",18.323865,49.847918,Slezská Ostrava, ,15-24,mimo Ostravu,,muž
a506oiyhs,"Místo, které doporučím návštěvníkům",18.263612,49.867589,Petřkovice, ,15-24,mimo Ostravu,,muž
a506oiyhs,"Místo, které doporučím návštěvníkům",18.281336,49.818271,Vítkovice, ,15-24,mimo Ostravu,,muž
a506oiyhs,"Místo, které doporučím návštěvníkům",18.292108,49.848637,Moravská Ostrava a Přívoz, ,15-24,mimo Ostravu,,muž
a506oiyhs,"Místo, které by se mělo rozvíjet",18.279153,49.830879,Moravská Ostrava a Přívoz,"Podchod nepůsobí nikdy bezpečně",15-24,mimo Ostravu,,muž
a506oiyhs,"Místo, které by se mělo rozvíjet",18.288857,49.833118,Moravská Ostrava a Přívoz,"Velmi frekventované místo, ale ošklivé a zastaralé, nijak nevyniká a nic hezkého nepřináší",15-24,mimo Ostravu,,muž
a506oiyhs,"Místo, které by se mělo rozvíjet",18.282881,49.82909,Moravská Ostrava a Přívoz, ,15-24,mimo Ostravu,,muž
a506oiyhs,"Místo, kde se necítím dobře",18.27919,49.830882,Moravská Ostrava a Přívoz, ,15-24,mimo Ostravu,,muž
a506oiyhs,"Místo, kde se necítím dobře",18.266959,49.850657,Moravská Ostrava a Přívoz,"Chabé a ne úplně bezpečné",15-24,mimo Ostravu,,muž
a506oiyhs,"Místo, kde se necítím dobře",18.267099,49.814769,Vítkovice,"Místo se sice krásným kostelem, ale necítím se zde dobře",15-24,mimo Ostravu,,muž
ykpuuhptw,"Místo, kde se cítím dobře",18.169413,49.8299,Poruba, ,15-24,v Ostravě,Poruba,žena
ykpuuhptw,"Místo, kde se cítím dobře",18.291464,49.762251,Hrabová, ,15-24,v Ostravě,Poruba,žena
ykpuuhptw,"Místo, kde se cítím dobře",18.294296,49.838757,Moravská Ostrava a Přívoz, ,15-24,v Ostravě,Poruba,žena
ykpuuhptw,"Místo, které doporučím návštěvníkům",18.293953,49.840806,Slezská Ostrava, ,15-24,v Ostravě,Poruba,žena
ykpuuhptw,"Místo, které doporučím návštěvníkům",18.288975,49.851322,Moravská Ostrava a Přívoz, ,15-24,v Ostravě,Poruba,žena
ykpuuhptw,"Místo, které doporučím návštěvníkům",18.282623,49.816389,Vítkovice, ,15-24,v Ostravě,Poruba,žena
ykpuuhptw,"Místo, které doporučím návštěvníkům",18.288846,49.838757,Moravská Ostrava a Přívoz, ,15-24,v Ostravě,Poruba,žena
ykpuuhptw,"Místo, které doporučím návštěvníkům",18.175163,49.829346,Poruba, ,15-24,v Ostravě,Poruba,žena
ykpuuhptw,"Místo, které by se mělo rozvíjet",18.267324,49.814644,Vítkovice, ,15-24,v Ostravě,Poruba,žena
ykpuuhptw,"Místo, které by se mělo rozvíjet",18.249836,49.825969,Mariánské Hory a Hulváky, ,15-24,v Ostravě,Poruba,žena
ykpuuhptw,"Místo, které by se mělo rozvíjet",18.308544,49.850436,Slezská Ostrava, ,15-24,v Ostravě,Poruba,žena
ykpuuhptw,"Místo, které by se mělo rozvíjet",18.255672,49.791571,Ostrava - Jih, ,15-24,v Ostravě,Poruba,žena
ykpuuhptw,"Místo, kde se necítím dobře",18.26683,49.812179,Vítkovice, ,15-24,v Ostravě,Poruba,žena
ykpuuhptw,"Místo, kde se necítím dobře",18.240738,49.809742,Ostrava - Jih, ,15-24,v Ostravě,Poruba,žena
ykpuuhptw,"Místo, kde se necítím dobře",18.254471,49.829125,Mariánské Hory a Hulváky, ,15-24,v Ostravě,Poruba,žena
ykpuuhptw,"Místo, kde se necítím dobře",18.253441,49.774558,Ostrava - Jih, ,15-24,v Ostravě,Poruba,žena
ykpuuhptw,"Místo, kde se necítím dobře",18.264599,49.857685,Moravská Ostrava a Přívoz, ,15-24,v Ostravě,Poruba,žena
vmeo947gc,"Místo, kde se cítím dobře",18.185806,49.761057,Polanka nad Odrou,"Úžasné procházky a vyjížďky na kole či koloběžce.",45-54,v Ostravě,Ostrava - Jih,žena
vmeo947gc,"Místo, které doporučím návštěvníkům",18.276737,49.819365,Vítkovice,"Impozantní a zajímavé",45-54,v Ostravě,Ostrava - Jih,žena
vmeo947gc,"Místo, které doporučím návštěvníkům",18.264656,49.867814,Petřkovice,"Fárání do dolu společně s vycházkou po okolí představí Ostravu.",45-54,v Ostravě,Ostrava - Jih,žena
vmeo947gc,"Místo, které by se mělo rozvíjet",18.192787,49.779098,Svinov,"Chybí místa k občerstvení, byť je tady poměrně velký turistický i cyklistický ruch",45-54,v Ostravě,Ostrava - Jih,žena
vmeo947gc,"Místo, kde se necítím dobře",18.263168,49.857395,Moravská Ostrava a Přívoz,"Byť je tu úžasná historie, návštěvu bych sem nevzala.",45-54,v Ostravě,Ostrava - Jih,žena
r8nkgi2bt,"Místo, kde se cítím dobře",18.170292,49.821497,Poruba,"Porubský rybník. Je zde vždy klid a v zimě se zde dá i bruslit",15-24,v Ostravě,Poruba,žena
r8nkgi2bt,"Místo, kde se cítím dobře",18.288503,49.838619,Moravská Ostrava a Přívoz, ,15-24,v Ostravě,Poruba,žena
r8nkgi2bt,"Místo, které doporučím návštěvníkům",18.173618,49.822909,Poruba,"Poruba a hlavně Porubský Oblouk",15-24,v Ostravě,Poruba,žena
r8nkgi2bt,"Místo, které doporučím návštěvníkům",18.27992,49.819559,Vítkovice,"Dolní oblast Vítkovic",15-24,v Ostravě,Poruba,žena
r8nkgi2bt,"Místo, které doporučím návštěvníkům",18.211341,49.84439,Hošťálkovice,"Vyhlídková věž Hošťálkovice",15-24,v Ostravě,Poruba,žena
r8nkgi2bt,"Místo, které doporučím návštěvníkům",18.149945,49.831249,Poruba,"Porubská Myslivna",15-24,v Ostravě,Poruba,žena
r8nkgi2bt,"Místo, které by se mělo rozvíjet",18.219924,49.77744,Ostrava - Jih,"Výškovice a nejbližší areál VŠB - FBI",15-24,v Ostravě,Poruba,žena
r8nkgi2bt,"Místo, které by se mělo rozvíjet",18.170333,49.830168,Poruba,"Volná betonová plocha bez jakéhokoliv hřiště pro děti...",15-24,v Ostravě,Poruba,žena
r8nkgi2bt,"Místo, kde se necítím dobře",18.274083,49.851709,Moravská Ostrava a Přívoz, ,15-24,v Ostravě,Poruba,žena
r8nkgi2bt,"Místo, kde se necítím dobře",18.286818,49.829516,Moravská Ostrava a Přívoz, ,15-24,v Ostravě,Poruba,žena
r8nkgi2bt,"Místo, kde se necítím dobře",18.175115,49.824989,Poruba, ,15-24,v Ostravě,Poruba,žena
r8nkgi2bt,"Místo, kde se necítím dobře",18.172773,49.83177,Poruba, ,15-24,v Ostravě,Poruba,žena
u4ebzx35r,"Místo, kde se cítím dobře",18.146324,49.852401,Plesná, ,35-44,v Ostravě,,žena
u4ebzx35r,"Místo, kde se cítím dobře",18.169203,49.844358,Poruba, ,35-44,v Ostravě,,žena
u4ebzx35r,"Místo, kde se cítím dobře",18.180377,49.839522,Pustkovec, ,35-44,v Ostravě,,žena
u4ebzx35r,"Místo, které doporučím návštěvníkům",18.323994,49.848112,Slezská Ostrava, ,35-44,v Ostravě,,žena
u4ebzx35r,"Místo, které by se mělo rozvíjet",18.168297,49.844376,Poruba, ,35-44,v Ostravě,,žena
u4ebzx35r,"Místo, které by se mělo rozvíjet",18.166543,49.839588,Pustkovec,"Byla by vhodné zrekonstruovat tělocvičnu, cca od roku 1995 v původní stavu",35-44,v Ostravě,,žena
u4ebzx35r,"Místo, které by se mělo rozvíjet",18.142891,49.83455,Krásné Pole, ,35-44,v Ostravě,,žena
u4ebzx35r,"Místo, kde se necítím dobře",18.279142,49.849461,Moravská Ostrava a Přívoz, ,35-44,v Ostravě,,žena
ir8fa7ef3,"Místo, kde se cítím dobře",18.235588,49.780386,Stará Bělá, ,35-44,v Ostravě,Ostrava - Jih,žena
ir8fa7ef3,"Místo, kde se cítím dobře",18.323393,49.848672,Slezská Ostrava, ,35-44,v Ostravě,Ostrava - Jih,žena
ir8fa7ef3,"Místo, kde se cítím dobře",18.289661,49.849724,Moravská Ostrava a Přívoz, ,35-44,v Ostravě,Ostrava - Jih,žena
ir8fa7ef3,"Místo, kde se cítím dobře",18.267155,49.871035,Petřkovice, ,35-44,v Ostravě,Ostrava - Jih,žena
ir8fa7ef3,"Místo, které doporučím návštěvníkům",18.264492,49.867951,Petřkovice, ,35-44,v Ostravě,Ostrava - Jih,žena
ir8fa7ef3,"Místo, které doporučím návštěvníkům",18.324337,49.848009,Slezská Ostrava, ,35-44,v Ostravě,Ostrava - Jih,žena
ir8fa7ef3,"Místo, které doporučím návštěvníkům",18.313522,49.839593,Slezská Ostrava, ,35-44,v Ostravě,Ostrava - Jih,žena
ir8fa7ef3,"Místo, které doporučím návštěvníkům",18.279877,49.816841,Vítkovice, ,35-44,v Ostravě,Ostrava - Jih,žena
ir8fa7ef3,"Místo, které doporučím návštěvníkům",18.291554,49.841689,Moravská Ostrava a Přívoz, ,35-44,v Ostravě,Ostrava - Jih,žena
ir8fa7ef3,"Místo, které by se mělo rozvíjet",18.269777,49.831992,Moravská Ostrava a Přívoz, ,35-44,v Ostravě,Ostrava - Jih,žena
ir8fa7ef3,"Místo, které by se mělo rozvíjet",18.242261,49.827064,Mariánské Hory a Hulváky, ,35-44,v Ostravě,Ostrava - Jih,žena
ir8fa7ef3,"Místo, které by se mělo rozvíjet",18.266852,49.836711,Moravská Ostrava a Přívoz, ,35-44,v Ostravě,Ostrava - Jih,žena
ir8fa7ef3,"Místo, které by se mělo rozvíjet",18.280362,49.831689,Moravská Ostrava a Přívoz,"Myslím, že dopravní uzel Náměstí republiky volá po rekonstrukci. (Děkuji městu za rekonsteukci Dřevoprodeje, je úžasný).",35-44,v Ostravě,Ostrava - Jih,žena
ir8fa7ef3,"Místo, kde se necítím dobře",18.278549,49.831905,Moravská Ostrava a Přívoz,"podchod a okolí na uzlu Náměstí republiky je plný individuí",35-44,v Ostravě,Ostrava - Jih,žena
ir8fa7ef3,"Místo, kde se necítím dobře",18.280158,49.831646,Moravská Ostrava a Přívoz,"Zastávky na uzlu Náměstí republiky vypadají tragicky a také lákají podivná individua.",35-44,v Ostravě,Ostrava - Jih,žena
nvldooz28,"Místo, kde se cítím dobře",18.290006,49.849488,Moravská Ostrava a Přívoz, ,35-44,v Ostravě,Moravská Ostrava a Přívoz,žena
nvldooz28,"Místo, kde se necítím dobře",18.283303,49.842389,Moravská Ostrava a Přívoz, ,35-44,v Ostravě,Moravská Ostrava a Přívoz,žena
yak0eip1c,"Místo, kde se cítím dobře",18.193188,49.843462,Třebovice, ,25-34,v Ostravě,Poruba,muž
yak0eip1c,"Místo, kde se cítím dobře",18.214238,49.810961,Svinov, ,25-34,v Ostravě,Poruba,muž
yak0eip1c,"Místo, kde se cítím dobře",18.320045,49.871794,mimo Ostravu, ,25-34,v Ostravě,Poruba,muž
yak0eip1c,"Místo, kde se cítím dobře",18.314896,49.83992,Slezská Ostrava, ,25-34,v Ostravě,Poruba,muž
yak0eip1c,"Místo, kde se cítím dobře",18.278246,49.819296,Vítkovice, ,25-34,v Ostravě,Poruba,muž
yak0eip1c,"Místo, kde se cítím dobře",18.288996,49.813744,Slezská Ostrava, ,25-34,v Ostravě,Poruba,muž
yak0eip1c,"Místo, kde se cítím dobře",18.198166,49.861891,Martinov, ,25-34,v Ostravě,Poruba,muž
yak0eip1c,"Místo, kde se cítím dobře",18.166494,49.830343,Poruba, ,25-34,v Ostravě,Poruba,muž
yak0eip1c,"Místo, kde se cítím dobře",18.162117,49.851156,Plesná, ,25-34,v Ostravě,Poruba,muž
yak0eip1c,"Místo, kde se cítím dobře",18.296227,49.836778,Moravská Ostrava a Přívoz, ,25-34,v Ostravě,Poruba,muž
yak0eip1c,"Místo, kde se cítím dobře",18.281186,49.836086,Moravská Ostrava a Přívoz, ,25-34,v Ostravě,Poruba,muž
yak0eip1c,"Místo, kde se cítím dobře",18.291872,49.842618,Moravská Ostrava a Přívoz, ,25-34,v Ostravě,Poruba,muž
yak0eip1c,"Místo, kde se cítím dobře",18.300819,49.843283,Slezská Ostrava, ,25-34,v Ostravě,Poruba,muž
yak0eip1c,"Místo, kde se cítím dobře",18.210697,49.844625,Hošťálkovice, ,25-34,v Ostravě,Poruba,muž
yak0eip1c,"Místo, které doporučím návštěvníkům",18.193359,49.843462,Třebovice, ,25-34,v Ostravě,Poruba,muž
yak0eip1c,"Místo, které doporučím návštěvníkům",18.141003,49.83217,Poruba, ,25-34,v Ostravě,Poruba,muž
yak0eip1c,"Místo, které doporučím návštěvníkům",18.183146,49.832972,Poruba, ,25-34,v Ostravě,Poruba,muž
yak0eip1c,"Místo, které doporučím návštěvníkům",18.210783,49.844735,Hošťálkovice, ,25-34,v Ostravě,Poruba,muž
yak0eip1c,"Místo, které doporučím návštěvníkům",18.161087,49.852207,Plesná, ,25-34,v Ostravě,Poruba,muž
yak0eip1c,"Místo, které doporučím návštěvníkům",18.214474,49.810795,Svinov, ,25-34,v Ostravě,Poruba,muž
yak0eip1c,"Místo, které doporučím návštěvníkům",18.189926,49.769513,Polanka nad Odrou, ,25-34,v Ostravě,Poruba,muž
yak0eip1c,"Místo, které doporučím návštěvníkům",18.278375,49.819282,Vítkovice, ,25-34,v Ostravě,Poruba,muž
yak0eip1c,"Místo, které doporučím návštěvníkům",18.296206,49.836792,Moravská Ostrava a Přívoz, ,25-34,v Ostravě,Poruba,muž
